[0.0:2.0]  DISH
[978.62:979.62]  E estou ruchando coisa para caralho.
[979.62:980.62]  Então, para to ver.
[980.62:983.62]  E se você vier todo mês, todo mês vai ser assim.
[983.62:984.62]  Tá ligado?
[984.62:986.62]  É, seu bom orar, isso aqui é a sexta-distança de vida.
[986.62:987.62]  É, você vai ver.
[987.62:989.62]  Agora é um avião, pois eu vim de carro.
[989.62:990.62]  Mas eu não sei se eu quero.
[990.62:991.62]  Eu vim de carro.
[991.62:993.62]  Eu posso falar do programa macabro.
[993.62:994.62]  Claro.
[994.62:995.62]  Você não tem animisade, não é?
[995.62:997.62]  Tem mais que você ter animisade para caralho, né?
[997.62:998.62]  Não pode falar.
[998.62:999.62]  Você é seu DNA, né?
[999.62:1000.62]  Olha, cara.
[1001.62:1002.62]  Pensam, é falar.
[1002.62:1003.62]  Você odeio, pode falar?
[1003.62:1004.62]  Caralho.
[1004.62:1007.62]  Isso daí é um corte, vai para o meu, para para mim, a rede é para você.
[1007.62:1008.62]  Eu quero saber, não sei.
[1008.62:1009.62]  Eu quero saber.
[1009.62:1010.62]  Eu quero saber.
[1010.62:1011.62]  Eu quero saber.
[1011.62:1012.62]  Eu quero saber.
[1012.62:1013.62]  Eu quero saber.
[1013.62:1014.62]  Eu quero saber.
[1014.62:1015.62]  Eu quero saber.
[1015.62:1016.62]  Eu quero saber.
[1016.62:1017.62]  Eu quero saber.
[1017.62:1018.62]  Eu quero saber.
[1018.62:1020.62]  Eu quero saber se eu deu o pote para o meu.
[1020.62:1022.62]  Cara, a pergunta é a minha.
[1022.62:1023.62]  É que a relação que...
[1023.62:1024.62]  É que eu não sei, de fato eu não sei.
[1024.62:1025.62]  Tá bom.
[1025.62:1027.62]  Porque eu fui no rango brabonto e eu falei do flow.
[1027.62:1028.62]  Para quem?
[1028.62:1029.62]  Para quem?
[1029.62:1031.62]  Não, os cara flossinhos sempre eu queria estar...
[1031.62:1032.62]  Em que programa...
[1032.62:1033.62]  Estava gravando.
[1033.62:1035.62]  Em que programa você prefiria estar...
[1035.62:1037.62]  Está, ao invés da que eu falei...
[1037.62:1038.62]  O programa do flow.
[1038.62:1040.62]  É que eu não te tiro, mas...
[1040.62:1041.62]  Ah, falei, porra.
[1041.62:1043.62]  E aqui eu falo o gobra, meu poder.
[1044.62:1046.62]  Eu só fui andar puto mesmo, né, cara?
[1046.62:1048.62]  Eu te disse uma das primeiras coisas que eu te falei.
[1048.62:1049.62]  Cara, eu sou um cusão, cara.
[1049.62:1051.62]  Então, mas só que do jeito divertido,
[1051.62:1053.62]  porque a gente sabe que está de putaria, né?
[1053.62:1055.62]  Não está sendo um filha da puta,
[1055.62:1056.62]  Claro que não.
[1056.62:1057.62]  Afim de ser um filha da puta, entendeu?
[1057.62:1058.62]  Então, mas isso eu to dizendo.
[1058.62:1060.62]  Mas por que que a gente chegou nesse ponto?
[1060.62:1061.62]  Eu perguntei se eu se eu deu para o par.
[1061.62:1063.62]  Eu vou ser o que você foi no rango brab,
[1063.62:1064.62]  e você ia falar alguma coisa que você teve.
[1064.62:1065.62]  Eu fui no rango brabonto, hein?
[1065.62:1066.62]  E...
[1066.62:1069.62]  Sei lá, viado, que eu estava falando.
[1069.62:1070.62]  Eu vou disso também.
[1070.62:1071.62]  Eu vou dar foda, você também, né?
[1071.62:1073.62]  E você desviu da pergunta que eu falei, né?
[1073.62:1074.62]  É, de vez.
[1074.62:1075.62]  É.
[1075.62:1076.62]  Você me escupa?
[1076.62:1077.62]  Desculpa, pô.
[1077.62:1078.62]  Como não?
[1078.62:1080.62]  Eu respondi às perguntas por semana passada,
[1080.62:1081.62]  inclusive lá no Toilha.
[1081.62:1082.62]  Ah, chato, né, cara.
[1082.62:1083.62]  As pessoas perguntam muito.
[1083.62:1085.62]  Mas o pânico gosta de pegar a corte, né?
[1085.62:1087.62]  É que um dia eu vou escrever um livro um dia.
[1087.62:1089.62]  Eu porque eu não dá pra falar.
[1089.62:1091.62]  Não dá pra... Não é isso, pô, cara.
[1091.62:1093.62]  Não daria essa moral inteira aí, meu pô.
[1093.62:1095.62]  Não, pô, pô.
[1095.62:1096.62]  Ou parar, ou parar.
[1096.62:1098.62]  É porque tem um monte de coisa que a...
[1098.62:1100.62]  Nem nem sobre isso, não, na verdade.
[1100.62:1103.62]  É sobre coisas que existem que acontecem na vida
[1103.62:1106.62]  que as pessoas acham que é de um jeito e é de outro.
[1106.62:1107.62]  Tá ligado?
[1107.62:1110.62]  Tem uma porrada de coisas que a gente que está criando,
[1110.62:1112.62]  assim, como eu estou no meio...
[1112.62:1115.62]  Não estou em São Paulo, meu programa é meio que falar com pessoas, tal.
[1115.62:1117.62]  Eu sei...
[1117.62:1120.62]  Entendo como muitas coisas acontecem
[1120.62:1123.62]  e eu percebo que as pessoas enxergam
[1123.62:1125.62]  um jeito completamente errado
[1125.62:1126.62]  e elas tomam como verdade.
[1126.62:1129.62]  E ela olha pra um parado que ela chegou uma conclusão
[1129.62:1130.62]  e é isso.
[1130.62:1132.62]  E o que está acontecendo por trás
[1132.62:1133.62]  é outra parada.
[1133.62:1134.62]  Nada a ver.
[1134.62:1137.62]  O que produz e quem assiste, cara, é outra coisa, cara.
[1137.62:1139.62]  Produzir é outra coisa, vocês não estão ligado, pô.
[1139.62:1140.62]  É isso, né?
[1140.62:1142.62]  Tipo assim, até nós não pode parar...
[1142.62:1143.62]  Não pode parar.
[1143.62:1146.62]  Aqui no programa, tipo, é outra coisa, eu tô criando.
[1146.62:1148.62]  Estar aqui e se vê que é outra vibe,
[1148.62:1150.62]  não é a mesma vibe de quem está assistindo.
[1150.62:1151.62]  É outra coisa, cara.
[1151.62:1153.62]  É porque a gente... Aqui, a gente...
[1153.62:1155.62]  Mas o cara que está assistindo, já que tem isso várias vezes.
[1155.62:1158.62]  O cara que está assistindo, ele se sente
[1158.62:1160.62]  parte do bagulho, que é como se ele vai sentar
[1160.62:1162.62]  ali ouvindo o que a gente está trocando ideia.
[1162.62:1163.62]  Essa ideia inicial da parada.
[1163.62:1164.62]  É do podcast, insino.
[1164.62:1166.62]  É, pode o podcast, insino.
[1166.62:1168.62]  Então, eu não sei porque a gente torna esse assunto, cara.
[1168.62:1169.62]  Também não, cara.
[1169.62:1170.62]  É uma foda isso.
[1170.62:1171.62]  Porque é meio que isso mesmo que a gente faz.
[1171.62:1173.62]  A gente vai trocando ideia e vai andando nos assuntos.
[1173.62:1176.62]  E eu tava te falando lá no começo das minhas estes
[1176.62:1177.62]  e falou de criança que assistirem.
[1177.62:1180.62]  E eu te disse que acho que as minhas filhas
[1180.62:1183.62]  foram porta-dia entrada pra ver o topo todo pela primeira vez.
[1183.62:1185.62]  E quando as aulas sem?
[1185.62:1187.62]  Então, 11 e 9.
[1187.62:1190.62]  E assim, não é uma parada.
[1190.62:1193.62]  Ela estava vendo e a graça, o que pega, eu acho, as crianças,
[1193.62:1195.62]  é o lance de como vira meme.
[1195.62:1197.62]  Porque minha filha fala direto, por exemplo,
[1197.62:1199.62]  meme lá do dino que é o...
[1199.62:1201.62]  Se quiser assim, toda hora.
[1201.62:1202.62]  E aqui do flow, né?
[1202.62:1203.62]  Não, é lá do podpar.
[1203.62:1205.62]  Hahaha.
[1205.62:1207.62]  Se quiser assim, mano.
[1207.62:1208.62]  O modem, né.
[1208.62:1210.62]  É, mas é absolutamente normal, cara.
[1210.62:1212.62]  Cara, jurar, fica aí do flow.
[1212.62:1214.62]  Porque, cara, bom, depois a gente começa sobreso.
[1214.62:1215.62]  Mas é absolutamente normal.
[1215.62:1217.62]  O que?
[1217.62:1220.62]  De desse tipo de meme surgir no podpar, por exemplo.
[1220.62:1222.62]  É, não flow também.
[1222.62:1224.62]  Folt também, mas é que depende.
[1224.62:1226.62]  É um tipo diferente.
[1226.62:1227.62]  É outro público, né?
[1227.62:1228.62]  É o exato.
[1228.62:1230.62]  O que eu acho que é muito legal, porque, cara,
[1230.62:1231.62]  é bom ter...
[1231.62:1234.62]  Eu acho que assim, cara, não tem ninguém competindo com ninguém, entregado?
[1234.62:1236.62]  Eu acho que está todo mundo somano,
[1236.62:1238.62]  cada um está pegando um público diferente.
[1238.62:1241.62]  O que você tem com todos os podcas, é só um modelo.
[1241.62:1243.62]  Obrigada, é outro público, outra parada.
[1243.62:1244.62]  Eu acho muito legal.
[1244.62:1246.62]  Eu acho que, tipo, é uma parada de somar mesmo, entendeu?
[1246.62:1249.62]  É muita coisa, tipo assim, tem muita gente que faz um conteúdo parecido comigo.
[1249.62:1250.62]  Que é meio análise, tá?
[1250.62:1251.62]  Tipo, assim, eu não faz muito react.
[1251.62:1253.62]  Eu não gosto de madrágil, eu gosto de madrágil, entendeu?
[1253.62:1255.62]  Tem muita gente que faz sanários do...
[1255.62:1257.62]  Anários humorísticas, assim, entendeu?
[1257.62:1258.62]  É réacto.
[1258.62:1259.62]  É réacto.
[1259.62:1260.62]  Tem muita gente que faz réacto, entendeu?
[1260.62:1262.62]  Só que cada um vai pegar um público diferente, cara.
[1262.62:1265.62]  Cada um vai pegar uma galera que gosta de x, gosta de irpsom.
[1265.62:1268.62]  Eu tenho um ritmo mais lento, até porque é um som, entendeu?
[1268.62:1270.62]  Eu falo mais lento, eu falo mais barato.
[1270.62:1272.62]  Você anda mais lento.
[1272.62:1273.62]  Você anda mais lento.
[1273.62:1274.62]  Eu sou lento, cara.
[1274.62:1275.62]  Você é lento.
[1275.62:1276.62]  Eu sou...
[1276.62:1278.62]  É...
[1278.62:1280.62]  M-word.
[1280.62:1281.62]  Tá.
[1281.62:1282.62]  Não sei o que é.
[1282.62:1283.62]  M-word.
[1283.62:1284.62]  Não pode falar.
[1284.62:1285.62]  Tá bom.
[1285.62:1286.62]  Tá bom.
[1286.62:1287.62]  Tá bom.
[1287.62:1288.62]  Fá a ideia.
[1288.62:1289.62]  Aquela palavra proibida na Twitch.
[1289.62:1290.62]  É.
[1290.62:1291.62]  Tá.
[1291.62:1292.62]  Eu sou isso, cara.
[1292.62:1293.62]  Tá.
[1293.62:1294.62]  Então sou lento, então sou na mim, entendeu?
[1294.62:1295.62]  Entendi.
[1295.62:1296.62]  Eu para o que você...
[1296.62:1299.62]  Quando eu tinha encontrado a imagem, embaixo, a minha primeira é essa, eu fui caralho e biché alto.
[1299.62:1301.62]  E depois eu vi você se movendo, eu.
[1301.62:1302.62]  Biché lento.
[1302.62:1303.62]  Se movendo.
[1303.62:1305.62]  Cara, você fala como se fosse uma criatura, porra.
[1305.62:1307.62]  Se movendo...
[1307.62:1310.62]  Tu concorda comigo que tu é peculiar?
[1310.62:1311.62]  Não.
[1311.62:1312.62]  Diferentinho.
[1312.62:1314.62]  Não sou absolutamente normal.
[1317.62:1320.62]  Cara, vendo o chat, ele para ver se as pessoas estão falando mal de você ou não.
[1320.62:1321.62]  Mas...
[1321.62:1323.62]  Eu estava falando a minha filha como eu cheguei para você.
[1323.62:1326.62]  No conteúdo da base, da vivim, lembriada.
[1326.62:1328.62]  Foi ali que tu estourou de viagem.
[1328.62:1333.62]  Nessa que tu estourou de verdade assim, para ir parar em tudo quanto é lugar, a vídeo de WhatsApp e o caralho.
[1333.62:1335.62]  O chat tinha roladão antiviralizado esse jeito.
[1335.62:1339.62]  Cara, já tinha rolad igual o cara fez no íblim ali, a davandinha.
[1339.62:1346.62]  Já tinha roadas paradas, outras paradas, mas a base da vivim é realmente uma parada que saiu da bolha completamente.
[1346.62:1348.62]  Chegou no cara de 39 anos.
[1348.62:1351.62]  Foi a coisa de choque, metrópole, todo postante.
[1351.62:1352.62]  Entendeu?
[1352.62:1354.62]  Foi ali caralho, biché brisa da noia do craque.
[1354.62:1355.62]  Entendeu?
[1355.62:1358.62]  E eu achei muito engraçado porque esse viro é escabroso, cara.
[1358.62:1359.62]  Ele é caralho.
[1359.62:1365.62]  Ele começa um vídeo e fala assim, cara, eu fui na casa da Virginia e eu arranquei a cabeça dos Filipe, entendeu?
[1365.62:1367.62]  E eu vou falar o que o vídeo é.
[1367.62:1371.62]  E eu comecei a bater e eu comecei a choque a garrafa, ele comecei a começar a sangrar.
[1371.62:1373.62]  Eu fiquei... E daí, na metrópole, estava escrito.
[1373.62:1378.62]  Porra, felca testa a base da Virginia viraliza.
[1378.62:1381.62]  E dessa senhora eu fiquei imaginando a senhora.
[1381.62:1382.62]  A binovídio.
[1383.62:1384.62]  Obrigado.
[1384.62:1386.62]  Vamos ver o que esse menino achou da base?
[1386.62:1387.62]  É, é legal.
[1387.62:1392.62]  O meu belo testano, eu fui na casa dos Filipe, arranquei a cabeça dele, eu batido a batidão da vigíria, eu batido.
[1392.62:1394.62]  Obrigado, frecar, era o que brisa, né?
[1394.62:1396.62]  Que saia da bolha engraçado, viu?
[1396.62:1398.62]  Engraçado se englobar público novo, entendeu?
[1398.62:1400.62]  Porque esse vídeo foi pra mim um vídeo comum, cara.
[1400.62:1404.62]  Eu falei assim, eu faço o vídeo, eu estava fazendo vídeo um mês, um vídeo por mês, meus ou menos.
[1404.62:1407.62]  Faço ali, tenho uma ideia, faço a parada, não é?
[1407.62:1409.62]  A ideia é quanto mais bosta, melhor, entendeu?
[1409.62:1413.62]  Eu estava todo mundo testando a base da Virginia, eu falei, vou testar também, faço a parada.
[1413.62:1418.62]  O pucara, pra mim foi o vídeo normal, inclusive eu estava trazendo esse vídeo que eu achei que ele ia morrer, entendeu?
[1418.62:1420.62]  Eu achei que não ia me gostar dessa pôr, cara.
[1420.62:1423.62]  E a parada escalou, não um jeito absurdo, entendeu?
[1423.62:1425.62]  E deu frecar, alho, descroço, cara.
[1425.62:1427.62]  É muito escroito, cara.
[1427.62:1428.62]  É muito escroito.
[1428.62:1429.62]  É escroito.
[1429.62:1430.62]  Por quê?
[1430.62:1433.62]  É porque, cara, é, você com aquele monte de base na cara.
[1433.62:1435.62]  É, é, eu peguei o toa em rado.
[1436.62:1439.62]  Olha, isso é que eu sei que eu sei que é um caralho que escroito, isso aqui, mano.
[1439.62:1442.62]  Olha, o cara subiu a sobrancelha, olha que escroito, cara.
[1444.62:1446.62]  É, eu peguei o toa em rado com certeza.
[1446.62:1447.62]  Pegou mesmo, tá?
[1447.62:1448.62]  Então, tomo mais escuro, né?
[1448.62:1450.62]  Mas isso era mais escuro que tinha, cara.
[1450.62:1451.62]  É.
[1451.62:1453.62]  Eu acho que a Virginia tinha que lançar umas bases mais brancas aí.
[1453.62:1455.62]  Porque é branco, branco, branco.
[1455.62:1457.62]  Eu sou pálido, né?
[1458.62:1460.62]  Por isso que não ficou bom, né?
[1460.62:1461.62]  Quando tem um patirado?
[1461.62:1464.62]  Porra, tem base até hoje, cara, no meu banheiro.
[1464.62:1465.62]  Não tirei ainda não.
[1465.62:1466.62]  Não sai, cara.
[1466.62:1467.62]  Que merda.
[1467.62:1468.62]  Eu sei que...
[1468.62:1469.62]  Bom, não sai com parte da minha realidade, cara.
[1470.62:1471.62]  Tenho box,
[1471.62:1472.62]  tem na pia,
[1473.62:1474.62]  tem na torneira.
[1475.62:1476.62]  Que merda.
[1476.62:1478.62]  Foi uma poinhetinha do coco mesmo, cara.
[1478.62:1479.62]  Tendi.
[1479.62:1480.62]  Agora penso que não.
[1480.62:1481.62]  Agora, ver esse vídeo, penso...
[1481.62:1483.62]  Ah, é só a personagem de Tazuano, foi uma desgraço daquela base, porra.
[1483.62:1485.62]  Eu não sei o que eu comecei a passar óleo de oliva, cara.
[1486.62:1490.62]  Diz que saiu no Iq-Houd, diz que saia, cara.
[1490.62:1492.62]  Mas demorou quanto o tempo, a tua lheia fala...
[1492.62:1493.62]  Talim.
[1493.62:1494.62]  Talim.
[1494.62:1495.62]  Fui em ferro, cara.
[1495.62:1498.62]  Passando no orde oliva, tomando banho, fui em ferro, cara, álibos.
[1498.62:1499.62]  Eu falei, nunca mais, cara.
[1499.62:1502.62]  Não ca mais, eu passo essas porras, né, cara?
[1503.62:1505.62]  Não ca mais, eu passo a porra, né, cara.
[1505.62:1506.62]  Não porra, né?
[1506.62:1507.62]  E aí tem base, né?
[1507.62:1509.62]  Entendi, vai, pra dizer...
[1509.62:1510.62]  E tem um trama, agora, cara.
[1512.62:1513.62]  Cara.
[1514.62:1516.62]  Eu teria trama também.
[1516.62:1517.62]  Mas é que eu não...
[1517.62:1518.62]  Eu não pensaria...
[1518.62:1519.62]  Eu não pensaria...
[1519.62:1520.62]  Eu não pensaria...
[1520.62:1522.62]  Eu não pensaria nesse vídeo.
[1522.62:1523.62]  Na verdade.
[1523.62:1525.62]  Ah, eu só copei dos outros, porra.
[1525.62:1526.62]  Não é?
[1526.62:1528.62]  Estava as outras fazendo, a cara em baquini fez...
[1528.62:1529.62]  Assim, desse jeito.
[1529.62:1530.62]  Outras meninas fazendo...
[1530.62:1532.62]  Não, eu fiz do meu jeito, né, tipo...
[1532.62:1534.62]  Não sei como eu sei diferente que eu sou, entendeu?
[1534.62:1535.62]  É verdade.
[1535.62:1536.62]  Então.
[1536.62:1537.62]  Mas eu não consigo falar assim...
[1537.62:1540.62]  Ai, meninos, não tá tão legal.
[1540.62:1541.62]  Não, porra, eu sou...
[1541.62:1542.62]  Eu falei, banho, que porra, essa, daria...
[1542.62:1544.62]  Eu falei assim, porra, eu vou passar a setona.
[1544.62:1546.62]  Porque eu pensei que a setona que tirava, porra.
[1546.62:1548.62]  Não é a setona que tirava as mãos.
[1549.62:1550.62]  Eu também não sei tirar base.
[1550.62:1552.62]  Não tem inscrito no frástico, tá aí um erro?
[1552.62:1553.62]  Cara, não.
[1553.62:1554.62]  Eu acho que vem, na real.
[1554.62:1556.62]  É de maquilante, mesmo.
[1558.62:1560.62]  Como eu saber, porra.
[1560.62:1561.62]  Só que eu não sou um baquí, cara.
[1561.62:1563.62]  Só que tu só comprou a base.
[1563.62:1564.62]  É, então aí, fudeu.
[1564.62:1565.62]  É, tá vendo?
[1565.62:1567.62]  Então, fudeu, depoto, fudeu a internet, mano.
[1567.62:1569.62]  E então, porquê...
[1569.62:1571.62]  Não, mas daí, esse vídeo da base, ele girou,
[1571.62:1572.62]  dunguei tabiçúrre, entendeu?
[1572.62:1573.62]  Deu coisa de cara.
[1573.62:1575.62]  Eu pegar a seguidora pra caralho, inscrito pra caralho.
